UUID: f08c55e0-31af-4d4f-abce-20a7e807dae6
NEW CROP, APPLE, amount: 853kg, in week: 22
NEW CROP, WHEET, amount: 844kg, in week: 25


UUID: d5028135-5197-4e0a-a0eb-8888cca1667c
NEW CROP, RYE, amount: 120kg, in week: 28


UUID: a955ed32-4b3f-459b-a486-e09fd8f72338
NEW CROP, BEAN, amount: 148kg, in week: 25


UUID: cac62bdf-a11e-4fca-93c0-912e8ec3d6f8
NEW CROP, SUNFLOWER, amount: 863kg, in week: 28


UUID: d1e7eb0c-b9d5-41cc-962e-1d8ddb2e7366
NEW CROP, PLUMS, amount: 448kg, in week: 7


UUID: d6ad9934-0293-4a1b-a3f7-d3262be3e539
NEW CROP, POTATO, amount: 249kg, in week: 11
CROPT HAS BEEN SHIPPED, POTATO, amount: 249kg, in week:11
NEW PRODUCT, POTATO, amount: 249kg, shop price: 64.26 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, POTATO, shop price: 64.26 in week:12
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 10kg, shop price: 64.26 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 7kg, shop price: 64.26 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 8kg, shop price: 64.26 in week:13 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 10kg, shop price: 64.26 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 9kg, shop price: 64.26 in week:14 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 10kg, shop price: 64.26 in week:14 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 15kg, shop price: 64.26 in week:15 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 10kg, shop price: 64.26 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, POTATO, amount: 10kg, shop price: 64.26 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: bc04ac82-dbd6-4213-ba8a-9bbc2a89cbe7
NEW CROP, TOMATO, amount: 281kg, in week: 22


UUID: 60e78064-028e-469a-9f0e-83fe3c7dcd06
NEW CROP, CORN, amount: 310kg, in week: 1
CROP HAS BEEN HARVESTED IN WEEK: 8 by 8050f987-9e17-4bb9-92a6-b747df3a28a0


UUID: 2c52d10e-05c1-4fd6-8996-5e241add4739
NEW CROP, POPPY, amount: 414kg, in week: 2


UUID: ff0f52fe-f3bd-4f02-b2ba-9abff620a675
NEW CROP, BEAN, amount: 191kg, in week: 5


UUID: b71a1b81-f7cd-49b5-81cd-36e4fa6e2abb
NEW CROP, HOP, amount: 997kg, in week: 13


UUID: b9506108-f7c7-4bcb-ae59-3eaf4efc0741
NEW CROP, SUNFLOWER, amount: 568kg, in week: 18
CROP HAS BEEN HARVESTED IN WEEK: 19 by ac950e3d-7a33-424b-877c-d982854da92e
CROPT HAS BEEN SHIPPED, SUNFLOWER, amount: 568kg, in week:20
NEW PRODUCT, Sunflower oil, amount: 85l, shop price: 73.0 in week:20 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Sunflower oil, shop price: 73.0 in week:21
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 8l, shop price: 73.0 in week:21 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 10l, shop price: 73.0 in week:21 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 7l, shop price: 73.0 in week:23 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 15l, shop price: 73.0 in week:23 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 10l, shop price: 73.0 in week:23 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 10l, shop price: 73.0 in week:24 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Sunflower oil, amount: 15l, shop price: 73.0 in week:25 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT WAS SOLD OUT, in week:25


UUID: 8f8e75fb-e771-498c-b90a-89eb98de5d97
NEW CROP, GRAPEVINE, amount: 235kg, in week: 1
CROPT HAS BEEN SHIPPED, GRAPEVINE, amount: 235kg, in week:1
NEW PRODUCT, GRAPEVINE, amount: 235kg, shop price: 68.6 in week:1 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, GRAPEVINE, shop price: 68.6 in week:2
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 12kg, shop price: 68.6 in week:2 by customer 0e9a2add-46d8-4203-8870-63ce7f2c58ff
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 7kg, shop price: 68.6 in week:2 by customer 3c19e95a-29d6-4ec7-81bf-68131878fe12
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 12dba37b-b0eb-4aad-a6ee-5114a3309355
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 28e44809-f166-45fa-adfc-29125cd8e8f4
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 7kg, shop price: 68.6 in week:2 by customer becbced8-0ace-4978-bbef-f166034bce83
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 11kg, shop price: 68.6 in week:2 by customer aa1319da-5693-44f4-bb10-430321d1dacd
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 8kg, shop price: 68.6 in week:2 by customer a1df63d7-c2dd-4849-9f89-b21c22791d59
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 51de2388-15dd-46a6-a4d0-a7eef0e64c4a
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 15kg, shop price: 68.6 in week:2 by customer e39561a5-dd81-411d-b70b-0e8b67e25f4a
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 4fbd7832-4bad-48d1-96e6-c5579c4b78a7
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 7be7c255-b4cc-4ec9-bdcf-ce46eb86bc61
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 23c24706-dc60-45f2-8598-809043cec79d
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer bad2d321-6d22-47db-bb23-0d183810adaa
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:2 by customer 3cfc15eb-76db-4a32-bed6-ca9ebf0c2d02
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 14kg, shop price: 68.6 in week:3 by customer 52a1045c-9cd3-4a91-867b-831791e74768
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:3 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:3 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:3 by customer 35f9d570-d8b4-40c3-a05b-b6cb9ea54188
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 15kg, shop price: 68.6 in week:3 by customer ef3336a8-9971-45e0-89be-bdd6eea6a970
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:3 by customer bfdbaf7f-c4d0-4020-a958-633f17884b58
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 7kg, shop price: 68.6 in week:3 by customer 3c19e95a-29d6-4ec7-81bf-68131878fe12
PRODUCT WAS SOLD OUT, in week:3


UUID: 3af71fb9-4367-416a-8c33-f7089f9ac6c7
NEW CROP, OILSEED, amount: 342kg, in week: 18
CROP HAS BEEN HARVESTED IN WEEK: 29 by d7a60a24-9c81-4de4-8b6f-8eb7359f8ee9
CROPT HAS BEEN SHIPPED, OILSEED, amount: 342kg, in week:30
NEW PRODUCT, Oilseed oil, amount: 256kg, shop price: 57.0 in week:30 by552d2f59-9890-48e8-bbae-07b56d4f926f


UUID: f75eb47c-2206-4098-8f6f-73731e175291
NEW CROP, FLEX, amount: 119kg, in week: 1
CROPT HAS BEEN SHIPPED, FLEX, amount: 119kg, in week:1
NEW PRODUCT, Flex powder, amount: 89kg, shop price: 57.0 in week:1 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, Flex powder, shop price: 57.0 in week:2
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 5kg, shop price: 57.0 in week:2 by customer efca471d-e2bd-4c17-b67f-1cc00d55efc9
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 15kg, shop price: 57.0 in week:2 by customer 12dba37b-b0eb-4aad-a6ee-5114a3309355
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer 28e44809-f166-45fa-adfc-29125cd8e8f4
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 9kg, shop price: 57.0 in week:2 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, Flex powder, amount: 10kg, shop price: 57.0 in week:2 by customer ca41c9b0-2922-4b46-bf2e-6ec1e78f60c5
PRODUCT WAS SOLD OUT, in week:2


UUID: e3b14d1b-b2ce-4c1c-8590-3a57a5a31f36
NEW CROP, RYE, amount: 410kg, in week: 11


UUID: 27c2542b-704c-4a5e-8b1a-20d392e1ddf8
NEW CROP, CUCCUMBER, amount: 443kg, in week: 9


UUID: 3ba6619b-3249-49a3-9774-865944e9813f
NEW CROP, WHEET, amount: 910kg, in week: 3


UUID: f7b6990d-58ac-4bbd-9ef0-8126961ed54f
NEW CROP, RYE, amount: 713kg, in week: 8


UUID: dfcd045c-a990-4fea-b8a6-df60847fb77f
NEW CROP, LENTIL, amount: 723kg, in week: 8


UUID: e437b38d-5dbc-4177-a8df-9f1b3bf3e669
NEW CROP, SUGARBEAT, amount: 488kg, in week: 2


UUID: 8884eb1a-94ca-4ccb-b6bb-c7434705e059
NEW CROP, CHERRIES, amount: 633kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 13 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94
CROPT HAS BEEN SHIPPED, CHERRIES, amount: 633kg, in week:14
NEW PRODUCT, CHERRIEScompote, amount: 538kg, shop price: 75.0 in week:14 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, CHERRIEScompote, shop price: 75.0 in week:15
PRODUCT HAS BEEN PURCHASED, CHERRIEScompote, amount: 10kg, shop price: 75.0 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, CHERRIEScompote, amount: 10kg, shop price: 75.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:20


UUID: 6422d8a5-1080-4733-8787-be579f94c04b
NEW CROP, TOMATO, amount: 500kg, in week: 12


UUID: bf8cff75-8c93-40b2-bd17-fe0af75ce1a4
NEW CROP, POTATO, amount: 576kg, in week: 3


UUID: b897342e-024b-4a17-b16c-d655fa3ad0d8
NEW CROP, OILSEED, amount: 303kg, in week: 12


UUID: cb219b88-fd59-4cd7-915a-f24fac7d5370
NEW CROP, OILSEED, amount: 768kg, in week: 23
CROP HAS BEEN HARVESTED IN WEEK: 27 by ac950e3d-7a33-424b-877c-d982854da92e
CROPT HAS BEEN SHIPPED, OILSEED, amount: 768kg, in week:28
NEW PRODUCT, Oilseed oil, amount: 576kg, shop price: 46.0 in week:28 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Oilseed oil, shop price: 46.0 in week:29
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 46.0 in week:29 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 46.0 in week:30 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999


UUID: 89912b98-4424-434c-878f-1cd27d585a20
NEW CROP, POPPY, amount: 212kg, in week: 23


UUID: 45977027-005e-4781-8522-314314b06bf4
NEW CROP, SUNFLOWER, amount: 292kg, in week: 2


UUID: 2ad69034-3a58-4a33-b034-c159c97677df
NEW CROP, SUNFLOWER, amount: 433kg, in week: 10


UUID: 286f9b3d-0fb4-40c8-9f14-d62082ccb298
NEW CROP, CUCCUMBER, amount: 141kg, in week: 3


UUID: e01870b0-4749-4393-9a71-d83cc3cbd8a5
NEW CROP, APPLE, amount: 509kg, in week: 4


UUID: 9ffff05c-cec1-4253-81ac-c48c60490709
NEW CROP, OATS, amount: 276kg, in week: 24


UUID: ae4a0723-2562-4727-9dae-1c66ca8a0d3d
NEW CROP, CHERRIES, amount: 931kg, in week: 8


UUID: 1f0a69d7-db78-4458-ad06-0457731e26e4
NEW CROP, SUNFLOWER, amount: 296kg, in week: 12


UUID: edf953c4-f2b7-4416-a1e0-f3bd323a11ac
NEW CROP, CHERRIES, amount: 854kg, in week: 25


UUID: c00763c4-3c31-425d-856c-9b6781843378
NEW CROP, APPLE, amount: 264kg, in week: 11
CROPT HAS BEEN SHIPPED, APPLE, amount: 264kg, in week:11
NEW PRODUCT, APPLEcompote, amount: 224kg, shop price: 85.0 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, APPLEcompote, shop price: 85.0 in week:12
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 9kg, shop price: 85.0 in week:12 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 5kg, shop price: 85.0 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:14 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:14 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:15 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, APPLEcompote, amount: 10kg, shop price: 85.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: 90bde545-0c34-4d84-9f3d-0857f77fad06
NEW CROP, OATS, amount: 776kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 13 by bb788b93-b043-416b-88c0-8fc015dc3e31


UUID: 5215bc74-7ea9-413d-a79d-dbd23de0f93a
NEW CROP, SUGARBEAT, amount: 897kg, in week: 10


UUID: f26730ba-539f-4515-83a8-53d14da958e5
NEW CROP, CUCCUMBER, amount: 540kg, in week: 3


UUID: f3428b25-77f9-43fd-802c-e89877ea6a59
NEW CROP, WHEET, amount: 747kg, in week: 4


UUID: ad888ea7-fd5e-4dfa-b4fd-090e67b588a8
NEW CROP, CORN, amount: 307kg, in week: 26


UUID: 2928c53d-c978-4f34-9153-7e989866d49c
NEW CROP, CHERRIES, amount: 621kg, in week: 22
CROP HAS BEEN HARVESTED IN WEEK: 29 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94
CROPT HAS BEEN SHIPPED, CHERRIES, amount: 621kg, in week:30
NEW PRODUCT, CHERRIEScompote, amount: 527kg, shop price: 75.0 in week:30 by552d2f59-9890-48e8-bbae-07b56d4f926f


UUID: 855a97f5-6a74-460c-a58f-506044502200
NEW CROP, POTATO, amount: 482kg, in week: 29


UUID: 9b39bccb-c1d7-43fe-878c-12412b32d24e
NEW CROP, HOP, amount: 469kg, in week: 24
CROP HAS BEEN HARVESTED IN WEEK: 29 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, HOP, amount: 469kg, in week:30
NEW PRODUCT, Beer, amount: 117l, shop price: 6.0 in week:30 by552d2f59-9890-48e8-bbae-07b56d4f926f


UUID: 1f1d6b60-015a-4b04-a4ca-f60671b7ac33
NEW CROP, CHERRIES, amount: 675kg, in week: 17
CROP HAS BEEN HARVESTED IN WEEK: 20 by bb788b93-b043-416b-88c0-8fc015dc3e31
CROPT HAS BEEN SHIPPED, CHERRIES, amount: 675kg, in week:21
NEW PRODUCT, CHERRIESjam, amount: 573kg, shop price: 85.0 in week:21 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, CHERRIESjam, shop price: 85.0 in week:22
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:22 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:23 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:23 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:23 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 14kg, shop price: 85.0 in week:24 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:24 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:25 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:25 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 13kg, shop price: 85.0 in week:25 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 5kg, shop price: 85.0 in week:27 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 7kg, shop price: 85.0 in week:27 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, CHERRIESjam, amount: 10kg, shop price: 85.0 in week:27 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:27


UUID: cff47ef1-653e-4068-91bb-c264fd62a780
NEW CROP, SUNFLOWER, amount: 468kg, in week: 11
CROPT HAS BEEN SHIPPED, SUNFLOWER, amount: 468kg, in week:11
NEW PRODUCT, Sunflower seeds, amount: 70kg, shop price: 47.0 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Sunflower seeds, shop price: 47.0 in week:12
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 5kg, shop price: 47.0 in week:12 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 10kg, shop price: 47.0 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 5kg, shop price: 47.0 in week:13 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 7kg, shop price: 47.0 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 10kg, shop price: 47.0 in week:13 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 10kg, shop price: 47.0 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 9kg, shop price: 47.0 in week:14 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Sunflower seeds, amount: 5kg, shop price: 47.0 in week:14 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT WAS SOLD OUT, in week:14


UUID: a7d3bb69-76ee-4884-a6ac-ed8d6b340fab
NEW CROP, POPPY, amount: 576kg, in week: 17
CROP HAS BEEN HARVESTED IN WEEK: 25 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94
CROPT HAS BEEN SHIPPED, POPPY, amount: 576kg, in week:26
NEW PRODUCT, Opium, amount: 86kg, shop price: 301.0 in week:26 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Opium, shop price: 301.0 in week:27
PRODUCT HAS BEEN PURCHASED, Opium, amount: 5kg, shop price: 301.0 in week:27 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Opium, amount: 14kg, shop price: 301.0 in week:27 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Opium, amount: 11kg, shop price: 301.0 in week:28 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Opium, amount: 8kg, shop price: 301.0 in week:29 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Opium, amount: 9kg, shop price: 301.0 in week:29 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac


UUID: e48699eb-808a-4076-8fa2-102b9c531724
NEW CROP, BARLEY, amount: 577kg, in week: 3


UUID: 12dfddf3-2921-484a-829a-4f5d15db5334
NEW CROP, SUGARBEAT, amount: 544kg, in week: 28


UUID: 31a65e99-63ce-4479-9c2a-added84a5046
NEW CROP, CORN, amount: 943kg, in week: 5


UUID: 84ac5e56-dc58-4475-bbc4-469f24852e79
